metric_name,pos_threshold,neg_threshold,num_pos_classifiers_passing,num_neg_classifiers_passing,avg_positive_classifications,avg_negative_classifications,Accuracy,Precision,Recall,AUC-ROC,F1-score,True Positive,True Negative,False Positive,False Negative,True Negative Rate (Specificity),Negative Predictive Value,False Positive Rate,False Discovery Rate
opposers_covered,0.0,0.0,194004,228460,509.1968503937008,599.6325459317585,0.905511811023622,0.8670520231213873,0.9202453987730062,0.9788934541565825,0.8928571428571429,150,195,23,13,0.8944954128440367,0.9375,0.10550458715596331,0.1329479768786127
opposers_covered,0.0,38.0,194004,444354,509.1968503937008,1166.283464566929,0.868766404199475,0.9829059829059829,0.7055214723926381,0.9776270614059774,0.8214285714285714,115,216,2,48,0.9908256880733946,0.8181818181818182,0.009174311926605505,0.017094017094017096
opposers_covered,0.0,76.0,194004,460895,509.1968503937008,1209.6981627296589,0.847769028871391,0.981651376146789,0.656441717791411,0.9772612146113582,0.7867647058823529,107,216,2,56,0.9908256880733946,0.7941176470588235,0.009174311926605505,0.01834862385321101
opposers_covered,0.0,114.0,194004,467032,509.1968503937008,1225.8057742782153,0.8451443569553806,0.9814814814814815,0.6503067484662577,0.9772330725502336,0.7822878228782287,106,216,2,57,0.9908256880733946,0.7912087912087912,0.009174311926605505,0.018518518518518517
opposers_covered,0.0,152.0,194004,470062,509.1968503937008,1233.758530183727,0.8451443569553806,0.9814814814814815,0.6503067484662577,0.9771486463668599,0.7822878228782287,106,216,2,57,0.9908256880733946,0.7912087912087912,0.009174311926605505,0.018518518518518517
opposers_covered,0.0,190.0,194004,471401,509.1968503937008,1237.272965879265,0.8451443569553806,0.9814814814814815,0.6503067484662577,0.9771205043057354,0.7822878228782287,106,216,2,57,0.9908256880733946,0.7912087912087912,0.009174311926605505,0.018518518518518517
opposers_covered,0.0,228.0,194004,472047,509.1968503937008,1238.9685039370079,0.8451443569553806,0.9814814814814815,0.6503067484662577,0.9771205043057354,0.7822878228782287,106,216,2,57,0.9908256880733946,0.7912087912087912,0.009174311926605505,0.018518518518518517
opposers_covered,0.0,266.0,194004,472308,509.1968503937008,1239.6535433070867,0.8451443569553806,0.9814814814814815,0.6503067484662577,0.9771205043057354,0.7822878228782287,106,216,2,57,0.9908256880733946,0.7912087912087912,0.009174311926605505,0.018518518518518517
opposers_covered,0.0,304.0,194004,472434,509.1968503937008,1239.984251968504,0.8451443569553806,0.9814814814814815,0.6503067484662577,0.9771205043057354,0.7822878228782287,106,216,2,57,0.9908256880733946,0.7912087912087912,0.009174311926605505,0.018518518518518517
opposers_covered,0.0,342.0,194004,472479,509.1968503937008,1240.1023622047244,0.8451443569553806,0.9814814814814815,0.6503067484662577,0.9771205043057354,0.7822878228782287,106,216,2,57,0.9908256880733946,0.7912087912087912,0.009174311926605505,0.018518518518518517
opposers_covered,0.0,380.0,194004,472502,509.1968503937008,1240.1627296587926,0.8451443569553806,0.9814814814814815,0.6503067484662577,0.9771205043057354,0.7822878228782287,106,216,2,57,0.9908256880733946,0.7912087912087912,0.009174311926605505,0.018518518518518517
opposers_covered,0.0,418.0,194004,472518,509.1968503937008,1240.2047244094488,0.8451443569553806,0.9814814814814815,0.6503067484662577,0.9771205043057354,0.7822878228782287,106,216,2,57,0.9908256880733946,0.7912087912087912,0.009174311926605505,0.018518518518518517
opposers_covered,0.0,456.0,194004,472529,509.1968503937008,1240.2335958005249,0.8451443569553806,0.9814814814814815,0.6503067484662577,0.9771205043057354,0.7822878228782287,106,216,2,57,0.9908256880733946,0.7912087912087912,0.009174311926605505,0.018518518518518517
opposers_covered,0.0,494.0,194004,472536,509.1968503937008,1240.251968503937,0.8451443569553806,0.9814814814814815,0.6503067484662577,0.9771205043057354,0.7822878228782287,106,216,2,57,0.9908256880733946,0.7912087912087912,0.009174311926605505,0.018518518518518517
opposers_covered,0.0,532.0,194004,472540,509.1968503937008,1240.262467191601,0.8451443569553806,0.9814814814814815,0.6503067484662577,0.9771205043057354,0.7822878228782287,106,216,2,57,0.9908256880733946,0.7912087912087912,0.009174311926605505,0.018518518518518517
opposers_covered,56.214285714285715,0.0,378148,228460,992.514435695538,599.6325459317585,0.8083989501312336,0.6923076923076923,0.9938650306748467,0.978513536331401,0.8161209068010076,162,146,72,1,0.6697247706422018,0.9931972789115646,0.3302752293577982,0.3076923076923077
opposers_covered,56.214285714285715,38.0,378148,444354,992.514435695538,1166.283464566929,0.931758530183727,0.9659863945578231,0.8711656441717791,0.9816654471773513,0.9161290322580645,142,213,5,21,0.9770642201834863,0.9102564102564102,0.022935779816513763,0.034013605442176874
opposers_covered,56.214285714285715,76.0,378148,460895,992.514435695538,1209.6981627296589,0.926509186351706,0.9655172413793104,0.8588957055214724,0.9813136714132943,0.9090909090909091,140,213,5,23,0.9770642201834863,0.902542372881356,0.022935779816513763,0.034482758620689655
