metric_name,pos_threshold,neg_threshold,pos_weight,num_pos_classifiers_passing,num_neg_classifiers_passing,avg_positive_classifications,avg_negative_classifications,Accuracy,Precision,Recall,AUC-ROC,F1-score,True Positive,True Negative,False Positive,False Negative,True Negative Rate (Specificity),Negative Predictive Value,False Positive Rate,False Discovery Rate
opposers_covered,0.0,0.0,0.5,7209,200694,10.473011363636363,285.09517045454544,0.78125,0.6571428571428571,0.3689839572192513,0.7719153073573372,0.4726027397260274,69,481,36,118,0.9303675048355899,0.8030050083472454,0.06963249516441006,0.34285714285714286
opposers_covered,0.0,0.0,1.0,7209,200694,10.473011363636363,285.09517045454544,0.78125,0.6571428571428571,0.3689839572192513,0.7719153073573372,0.4726027397260274,69,481,36,118,0.9303675048355899,0.8030050083472454,0.06963249516441006,0.34285714285714286
opposers_covered,0.0,0.0,2.0,7209,200694,10.473011363636363,285.09517045454544,0.78125,0.6571428571428571,0.3689839572192513,0.7719153073573372,0.4726027397260274,69,481,36,118,0.9303675048355899,0.8030050083472454,0.06963249516441006,0.34285714285714286
opposers_covered,0.0,0.0,5.0,7209,200694,10.473011363636363,285.09517045454544,0.78125,0.6571428571428571,0.3689839572192513,0.7719153073573372,0.4726027397260274,69,481,36,118,0.9303675048355899,0.8030050083472454,0.06963249516441006,0.34285714285714286
opposers_covered,0.0,58.142857142857146,0.5,7209,938188,10.473011363636363,1335.3338068181818,0.7386363636363636,1.0,0.016042780748663103,0.76531614931888,0.031578947368421054,3,517,0,184,1.0,0.7375178316690443,0.0,0.0
opposers_covered,0.0,58.142857142857146,1.0,7209,938188,10.473011363636363,1335.3338068181818,0.7386363636363636,1.0,0.016042780748663103,0.76531614931888,0.031578947368421054,3,517,0,184,1.0,0.7375178316690443,0.0,0.0
opposers_covered,0.0,58.142857142857146,2.0,7209,938188,10.473011363636363,1335.3338068181818,0.7386363636363636,1.0,0.016042780748663103,0.76531614931888,0.031578947368421054,3,517,0,184,1.0,0.7375178316690443,0.0,0.0
opposers_covered,0.0,58.142857142857146,5.0,7209,938188,10.473011363636363,1335.3338068181818,0.7386363636363636,1.0,0.016042780748663103,0.76531614931888,0.031578947368421054,3,517,0,184,1.0,0.7375178316690443,0.0,0.0
opposers_covered,0.0,116.28571428571429,0.5,7209,958186,10.473011363636363,1364.096590909091,0.7372159090909091,1.0,0.0106951871657754,0.7653058058109827,0.021164021164021163,2,517,0,185,1.0,0.7364672364672364,0.0,0.0
opposers_covered,0.0,116.28571428571429,1.0,7209,958186,10.473011363636363,1364.096590909091,0.7372159090909091,1.0,0.0106951871657754,0.7653058058109827,0.021164021164021163,2,517,0,185,1.0,0.7364672364672364,0.0,0.0
opposers_covered,0.0,116.28571428571429,2.0,7209,958186,10.473011363636363,1364.096590909091,0.7372159090909091,1.0,0.0106951871657754,0.7653058058109827,0.021164021164021163,2,517,0,185,1.0,0.7364672364672364,0.0,0.0
opposers_covered,0.0,116.28571428571429,5.0,7209,958186,10.473011363636363,1364.096590909091,0.7372159090909091,1.0,0.0106951871657754,0.7653058058109827,0.021164021164021163,2,517,0,185,1.0,0.7364672364672364,0.0,0.0
opposers_covered,0.0,174.42857142857144,0.5,7209,963468,10.473011363636363,1371.7613636363637,0.7372159090909091,1.0,0.0106951871657754,0.7654195843978527,0.021164021164021163,2,517,0,185,1.0,0.7364672364672364,0.0,0.0
opposers_covered,0.0,174.42857142857144,1.0,7209,963468,10.473011363636363,1371.7613636363637,0.7372159090909091,1.0,0.0106951871657754,0.7654195843978527,0.021164021164021163,2,517,0,185,1.0,0.7364672364672364,0.0,0.0
opposers_covered,0.0,174.42857142857144,2.0,7209,963468,10.473011363636363,1371.7613636363637,0.7372159090909091,1.0,0.0106951871657754,0.7654195843978527,0.021164021164021163,2,517,0,185,1.0,0.7364672364672364,0.0,0.0
opposers_covered,0.0,174.42857142857144,5.0,7209,963468,10.473011363636363,1371.7613636363637,0.7372159090909091,1.0,0.0106951871657754,0.7654195843978527,0.021164021164021163,2,517,0,185,1.0,0.7364672364672364,0.0,0.0
opposers_covered,0.0,232.57142857142858,0.5,7209,965581,10.473011363636363,1374.8181818181818,0.7372159090909091,1.0,0.0106951871657754,0.7654144126439041,0.021164021164021163,2,517,0,185,1.0,0.7364672364672364,0.0,0.0
opposers_covered,0.0,232.57142857142858,1.0,7209,965581,10.473011363636363,1374.8181818181818,0.7372159090909091,1.0,0.0106951871657754,0.7654144126439041,0.021164021164021163,2,517,0,185,1.0,0.7364672364672364,0.0,0.0
opposers_covered,0.0,232.57142857142858,2.0,7209,965581,10.473011363636363,1374.8181818181818,0.7372159090909091,1.0,0.0106951871657754,0.7654144126439041,0.021164021164021163,2,517,0,185,1.0,0.7364672364672364,0.0,0.0
opposers_covered,0.0,232.57142857142858,5.0,7209,965581,10.473011363636363,1374.8181818181818,0.7372159090909091,1.0,0.0106951871657754,0.7654144126439041,0.021164021164021163,2,517,0,185,1.0,0.7364672364672364,0.0,0.0
opposers_covered,0.0,290.7142857142857,0.5,7209,966546,10.473011363636363,1376.2088068181818,0.7372159090909091,1.0,0.0106951871657754,0.7654454431675958,0.021164021164021163,2,517,0,185,1.0,0.7364672364672364,0.0,0.0
opposers_covered,0.0,290.7142857142857,1.0,7209,966546,10.473011363636363,1376.2088068181818,0.7372159090909091,1.0,0.0106951871657754,0.7654454431675958,0.021164021164021163,2,517,0,185,1.0,0.7364672364672364,0.0,0.0
