,metric,pos_value,neg_value,pos_weight,avg_positive,avg_negative,Accuracy,Precision,Recall,AUC-ROC,F1-score,True Positive,True Negative,False Positive,False Negative,True Negative Rate (Specificity),Negative Predictive Value,False Positive Rate,False Discovery Rate
0,Information gain,0.01729578159363494,0.013218202368351934,0.5,831.8821022727273,1377.762784090909,0.7755681818181818,0.6593406593406593,0.32085561497326204,0.8241345069766961,0.4316546762589928,60,486,31,127,0.9400386847195358,0.7928221859706363,0.059961315280464215,0.34065934065934067
1,Information gain,0.01729578159363494,0.013218202368351934,1.0,831.8821022727273,1377.762784090909,0.7571022727272727,0.5289855072463768,0.7807486631016043,0.8241448504845933,0.6306695464362851,146,387,130,41,0.7485493230174082,0.9042056074766355,0.2514506769825919,0.47101449275362317
2,Information gain,0.01729578159363494,0.013218202368351934,2.0,831.8821022727273,1377.762784090909,0.5951704545454546,0.3925438596491228,0.9572192513368984,0.8241448504845933,0.5567651632970451,179,240,277,8,0.46421663442940037,0.967741935483871,0.5357833655705996,0.6074561403508771
3,Information gain,0.01729578159363494,0.013218202368351934,2.5,831.8821022727273,1377.762784090909,0.5369318181818182,0.36345776031434185,0.9893048128342246,0.8241448504845933,0.5316091954022989,185,193,324,2,0.3733075435203095,0.9897435897435898,0.6266924564796905,0.6365422396856582
4,Information gain,0.01729578159363494,0.013218202368351934,3.0,831.8821022727273,1377.762784090909,0.4872159090909091,0.3400735294117647,0.9893048128342246,0.8241448504845933,0.506155950752394,185,158,359,2,0.3056092843326886,0.9875,0.6943907156673114,0.6599264705882353
5,Information gain,0.01729578159363494,0.013218202368351934,3.5,831.8821022727273,1377.762784090909,0.4616477272727273,0.32978723404255317,0.9946524064171123,0.8241448504845933,0.49533954727030627,186,139,378,1,0.2688588007736944,0.9928571428571429,0.7311411992263056,0.6702127659574468
6,Information gain,0.01729578159363494,0.013218202368351934,4.0,831.8821022727273,1377.762784090909,0.43607954545454547,0.31958762886597936,0.9946524064171123,0.8241448504845933,0.4837451235370611,186,121,396,1,0.23404255319148937,0.9918032786885246,0.7659574468085106,0.6804123711340206
7,Information gain,0.01729578159363494,0.013218202368351934,5.0,831.8821022727273,1377.762784090909,0.40625,0.3090909090909091,1.0,0.8241448504845933,0.4722222222222222,187,99,418,0,0.19148936170212766,1.0,0.8085106382978723,0.6909090909090909
8,Information gain,0.01729578159363494,0.08116794085399734,0.5,831.8821022727273,352.35653409090907,0.5539772727272727,0.36853002070393376,0.9518716577540107,0.7745063560856028,0.5313432835820896,178,212,305,9,0.41005802707930367,0.9592760180995475,0.5899419729206963,0.6314699792960663
9,Information gain,0.01729578159363494,0.08116794085399734,1.0,831.8821022727273,352.35653409090907,0.4403409090909091,0.32124352331606215,0.9946524064171123,0.7744701538079625,0.4856396866840731,186,124,393,1,0.23984526112185686,0.992,0.7601547388781431,0.6787564766839378
10,Information gain,0.01729578159363494,0.08116794085399734,2.0,831.8821022727273,352.35653409090907,0.36079545454545453,0.2929133858267717,0.9946524064171123,0.7744701538079625,0.45255474452554745,186,68,449,1,0.13152804642166344,0.9855072463768116,0.8684719535783365,0.7070866141732284
11,Information gain,0.01729578159363494,0.08116794085399734,2.5,831.8821022727273,352.35653409090907,0.3409090909090909,0.2872503840245776,1.0,0.7744856690698083,0.44630071599045346,187,53,464,0,0.10251450676982592,1.0,0.8974854932301741,0.7127496159754224
12,Information gain,0.01729578159363494,0.08116794085399734,3.0,831.8821022727273,352.35653409090907,0.3352272727272727,0.28549618320610687,1.0,0.7744701538079625,0.44418052256532065,187,49,468,0,0.09477756286266925,1.0,0.9052224371373307,0.7145038167938931
13,Information gain,0.01729578159363494,0.08116794085399734,3.5,831.8821022727273,352.35653409090907,0.32670454545454547,0.28290468986384265,1.0,0.7744753255619111,0.4410377358490566,187,43,474,0,0.08317214700193423,1.0,0.9168278529980658,0.7170953101361573
14,Information gain,0.01729578159363494,0.08116794085399734,4.0,831.8821022727273,352.35653409090907,0.3210227272727273,0.281203007518797,1.0,0.7744701538079625,0.43896713615023475,187,39,478,0,0.07543520309477757,1.0,0.9245647969052224,0.718796992481203
15,Information gain,0.01729578159363494,0.08116794085399734,5.0,831.8821022727273,352.35653409090907,0.3096590909090909,0.27786032689450224,1.0,0.7744701538079625,0.43488372093023253,187,31,486,0,0.059961315280464215,1.0,0.9400386847195358,0.7221396731054978
16,Information gain,0.01729578159363494,0.14911767933964276,0.5,831.8821022727273,141.15625,0.41761363636363635,0.31197301854974707,0.9893048128342246,0.7453945531087413,0.47435897435897434,185,109,408,2,0.21083172147001933,0.9819819819819819,0.7891682785299806,0.688026981450253
17,Information gain,0.01729578159363494,0.14911767933964276,1.0,831.8821022727273,141.15625,0.34232954545454547,0.28703703703703703,0.9946524064171123,0.7453790378468953,0.44550898203592815,186,55,462,1,0.10638297872340426,0.9821428571428571,0.8936170212765957,0.7129629629629629
18,Information gain,0.01729578159363494,0.14911767933964276,2.0,831.8821022727273,141.15625,0.3053977272727273,0.27662721893491127,1.0,0.7453790378468953,0.43337195828505215,187,28,489,0,0.05415860735009671,1.0,0.9458413926499033,0.7233727810650887
19,Information gain,0.01729578159363494,0.14911767933964276,2.5,831.8821022727273,141.15625,0.296875,0.27419354838709675,1.0,0.7453790378468953,0.43037974683544306,187,22,495,0,0.0425531914893617,1.0,0.9574468085106383,0.7258064516129032
20,Information gain,0.01729578159363494,0.14911767933964276,3.0,831.8821022727273,141.15625,0.2911931818181818,0.2725947521865889,1.0,0.7453790378468953,0.4284077892325315,187,18,499,0,0.03481624758220503,1.0,0.965183752417795,0.7274052478134111
21,Information gain,0.01729578159363494,0.14911767933964276,3.5,831.8821022727273,141.15625,0.2897727272727273,0.27219796215429404,1.0,0.7453790378468953,0.4279176201372998,187,17,500,0,0.03288201160541586,1.0,0.9671179883945842,0.727802037845706
22,Information gain,0.01729578159363494,0.14911767933964276,4.0,831.8821022727273,141.15625,0.2869318181818182,0.2714078374455733,1.0,0.7453790378468953,0.4269406392694064,187,15,502,0,0.029013539651837523,1.0,0.9709864603481625,0.7285921625544267
23,Information gain,0.01729578159363494,0.14911767933964276,5.0,831.8821022727273,141.15625,0.28267045454545453,0.2702312138728324,1.0,0.7453790378468953,0.4254835039817975,187,12,505,0,0.02321083172147002,1.0,0.97678916827853,0.7297687861271677
24,Information gain,0.01729578159363494,0.21706741782528818,0.5,831.8821022727273,62.17329545454545,0.3380681818181818,0.2857142857142857,0.9946524064171123,0.7285449787440913,0.4439140811455847,186,52,465,1,0.10058027079303675,0.9811320754716981,0.8994197292069632,0.7142857142857143
25,Information gain,0.01729578159363494,0.21706741782528818,1.0,831.8821022727273,62.17329545454545,0.296875,0.27419354838709675,1.0,0.7285294634822453,0.43037974683544306,187,22,495,0,0.0425531914893617,1.0,0.9574468085106383,0.7258064516129032
26,Information gain,0.01729578159363494,0.21706741782528818,2.0,831.8821022727273,62.17329545454545,0.28125,0.2698412698412698,1.0,0.7285294634822453,0.425,187,11,506,0,0.02127659574468085,1.0,0.9787234042553191,0.7301587301587301
27,Information gain,0.01729578159363494,0.21706741782528818,2.5,831.8821022727273,62.17329545454545,0.2784090909090909,0.26906474820143883,1.0,0.728534635236194,0.42403628117913833,187,9,508,0,0.017408123791102514,1.0,0.9825918762088974,0.7309352517985611
28,Information gain,0.01729578159363494,0.21706741782528818,3.0,831.8821022727273,62.17329545454545,0.27698863636363635,0.2686781609195402,1.0,0.7285294634822453,0.42355605889014725,187,8,509,0,0.015473887814313346,1.0,0.9845261121856866,0.7313218390804598
29,Information gain,0.01729578159363494,0.21706741782528818,3.5,831.8821022727273,62.17329545454545,0.2755681818181818,0.2682926829268293,1.0,0.7285398069901425,0.4230769230769231,187,7,510,0,0.013539651837524178,1.0,0.9864603481624759,0.7317073170731707
30,Information gain,0.01729578159363494,0.21706741782528818,4.0,831.8821022727273,62.17329545454545,0.2741477272727273,0.2679083094555874,1.0,0.7285294634822453,0.42259887005649716,187,6,511,0,0.01160541586073501,1.0,0.988394584139265,0.7320916905444126
31,Information gain,0.01729578159363494,0.21706741782528818,5.0,831.8821022727273,62.17329545454545,0.2741477272727273,0.2679083094555874,1.0,0.7285294634822453,0.42259887005649716,187,6,511,0,0.01160541586073501,1.0,0.988394584139265,0.7320916905444126
32,Information gain,0.01729578159363494,0.28501715631093355,0.5,831.8821022727273,28.509943181818183,0.2940340909090909,0.2733918128654971,1.0,0.7116643738557495,0.4293915040183697,187,20,497,0,0.03868471953578337,1.0,0.9613152804642167,0.7266081871345029
33,Information gain,0.01729578159363494,0.28501715631093355,1.0,831.8821022727273,28.509943181818183,0.27698863636363635,0.2686781609195402,1.0,0.7116436868399549,0.42355605889014725,187,8,509,0,0.015473887814313346,1.0,0.9845261121856866,0.7313218390804598
34,Information gain,0.01729578159363494,0.28501715631093355,2.0,831.8821022727273,28.509943181818183,0.2684659090909091,0.26638176638176636,1.0,0.7116436868399549,0.42069741282339707,187,2,515,0,0.0038684719535783366,1.0,0.9961315280464217,0.7336182336182336
35,Information gain,0.01729578159363494,0.28501715631093355,2.5,831.8821022727273,28.509943181818183,0.2684659090909091,0.26638176638176636,1.0,0.7116436868399549,0.42069741282339707,187,2,515,0,0.0038684719535783366,1.0,0.9961315280464217,0.7336182336182336
36,Information gain,0.01729578159363494,0.28501715631093355,3.0,831.8821022727273,28.509943181818183,0.2684659090909091,0.26638176638176636,1.0,0.7116436868399549,0.42069741282339707,187,2,515,0,0.0038684719535783366,1.0,0.9961315280464217,0.7336182336182336
37,Information gain,0.01729578159363494,0.28501715631093355,3.5,831.8821022727273,28.509943181818183,0.2684659090909091,0.26638176638176636,1.0,0.7116488585939035,0.42069741282339707,187,2,515,0,0.0038684719535783366,1.0,0.9961315280464217,0.7336182336182336
38,Information gain,0.01729578159363494,0.28501715631093355,4.0,831.8821022727273,28.509943181818183,0.26704545454545453,0.26600284495021337,1.0,0.7116436868399549,0.4202247191011236,187,1,516,0,0.0019342359767891683,1.0,0.9980657640232108,0.7339971550497866
39,Information gain,0.01729578159363494,0.28501715631093355,5.0,831.8821022727273,28.509943181818183,0.26704545454545453,0.26600284495021337,1.0,0.7116436868399549,0.4202247191011236,187,1,516,0,0.0019342359767891683,1.0,0.9980657640232108,0.7339971550497866
40,Information gain,0.01729578159363494,0.35296689479657894,0.5,831.8821022727273,13.198863636363637,0.26988636363636365,0.26676176890156916,1.0,0.6812182583601403,0.42117117117117114,187,3,514,0,0.005802707930367505,1.0,0.9941972920696325,0.7332382310984308
41,Information gain,0.01729578159363494,0.35296689479657894,1.0,831.8821022727273,13.198863636363637,0.26704545454545453,0.26600284495021337,1.0,0.6811872278364486,0.4202247191011236,187,1,516,0,0.0019342359767891683,1.0,0.9980657640232108,0.7339971550497866
42,Information gain,0.01729578159363494,0.35296689479657894,2.0,831.8821022727273,13.198863636363637,0.265625,0.265625,1.0,0.6811872278364486,0.41975308641975306,187,0,517,0,0.0,0.0,1.0,0.734375
43,Information gain,0.01729578159363494,0.35296689479657894,2.5,831.8821022727273,13.198863636363637,0.265625,0.265625,1.0,0.6811975713443459,0.41975308641975306,187,0,517,0,0.0,0.0,1.0,0.734375
44,Information gain,0.01729578159363494,0.35296689479657894,3.0,831.8821022727273,13.198863636363637,0.265625,0.265625,1.0,0.6811872278364486,0.41975308641975306,187,0,517,0,0.0,0.0,1.0,0.734375
45,Information gain,0.01729578159363494,0.35296689479657894,3.5,831.8821022727273,13.198863636363637,0.265625,0.265625,1.0,0.6811975713443459,0.41975308641975306,187,0,517,0,0.0,0.0,1.0,0.734375
46,Information gain,0.01729578159363494,0.35296689479657894,4.0,831.8821022727273,13.198863636363637,0.265625,0.265625,1.0,0.6811872278364486,0.41975308641975306,187,0,517,0,0.0,0.0,1.0,0.734375
47,Information gain,0.01729578159363494,0.35296689479657894,5.0,831.8821022727273,13.198863636363637,0.265625,0.265625,1.0,0.6811872278364486,0.41975308641975306,187,0,517,0,0.0,0.0,1.0,0.734375
