,4,1,2,7,3,5,6,0,8,9
0,categorical__PhoneService_Yes,categorical__MultipleLines_No,categorical__OnlineSecurity_No,categorical__TechSupport_No,categorical__Partner_Yes,categorical__SeniorCitizen_0,categorical__gender_Female,categorical__Dependents_Yes,categorical__DeviceProtection_No,categorical__OnlineBackup_No
1,7,6,6,6,4,4,4,2,2,2
